Perturbation,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,PNSA1,PPSA1,DPSA1,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,RNCS,RPCS,TASA,TPSA,RASA,RPSA,HybRatio,FCSP3,AETA_beta,ETA_beta_s,AETA_beta_s,ETA_beta_ns,AETA_beta_ns,ETA_beta_ns_d,AETA_beta_ns_d,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nRot,RotRatio,SLogP,SMR,TopoPSA,GGI1,GGI2,Vabc,MW,AMW,WPath,WPol,Zagreb1
../datasets/input/ACK1/poses/ACK1_2/ligand.mol>../datasets/input/ACK1/poses/ACK1_3/ligand.mol,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,35.18015538148438,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,11.127900726672067,-5.4333820361732705,-16.561282762845337,0.00820381319156499,-0.008203813191564824,14.610979406021386,-1.9268841184650682,-0.01612426852673951,-0.013129530907911746,-18.251006797375737,209.4505836982966,36.847981138555724,-31.153462448056885,0.028271186108388413,-0.028271186108388226,-0.043478260869565244,-0.043478260869565244,-0.0535714285714286,-0.5,-0.017857142857142794,-1.0,-0.0357142857142857,-0.5,-0.017857142857142856,1.8336086020991544,0.06548602150354133,0.32408310167868315,0.011574396488524374,0.0,0.0,0.0,1.0,2.097999999999999,0.15399999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700000000000015,9.431699999999992,17.620000000000005,0.0,0.0,9.71879752282382,15.977156379999997,0.31327757607843143,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_2/ligand.mol>../datasets/input/ACK1/poses/ACK1_6/ligand.mol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-3.242287525833035,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.78347748347727,8.920131985921671,-18.8633454975556,0.013158042616084109,-0.013158042616083665,45.973313495573734,36.919253324331635,0.015299582220714786,0.005784658108862764,-6.032803015975645,-5.878919121682273,37.882420578741176,-1.178811109342334,0.0033466668942510047,-0.003346666894250755,-0.012681159420289856,-0.012681159420289856,-0.017857142857142794,-0.5,-0.017857142857142794,0.0,0.0,0.0,0.0,0.34348568940649926,0.012267346050232164,0.07629249828740114,0.002724732081692882,-0.009999999999990905,-0.010558069381598867,-1.0,0.0,1.2367929999999987,-0.13679300000000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050000000000013,2.2050000000000125,-12.89,0.0,0.0,6.299224626137516,-0.9952489679999417,-0.15985547675113043,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_2/ligand.mol>../datasets/input/ACK1/poses/ACK1_5/ligand.mol,0.0,5.0,-6.0,-6.0,1.0,0.0,0.0,0.0,1.0,-24.053117553377547,1.0,0.0,4.0,3.0,0.0,-6.0,-3.0,1.0,0.0,-2.635561231465374,25.432888695857173,28.068449927322547,-0.009274093933942795,0.009274093933942962,5.763681214065969,45.40548215809633,-0.014604291024900018,0.02364161144718685,-20.12173238405674,115.72675711652418,44.90475896966586,-22.107431505274207,0.020959241264649986,-0.020959241264649972,0.013833992094861636,0.013833992094861636,-0.044642857142857206,0.75,0.0267857142857143,-2.0,-0.0714285714285714,-0.5,-0.017857142857142856,0.10478986507202848,0.00374249518114389,0.019698832513914688,0.0007035297326397905,0.009999999999990905,-0.010558069381598867,0.0,1.0,0.39479299999999995,1.5472070000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.767500000000001,2.2246999999999986,6.510000000000005,0.0,0.0,8.12553849396295,1.0185098320900465,-0.12112934598016878,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_3/ligand.mol>../datasets/input/ACK1/poses/ACK1_2/ligand.mol,0.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-35.18015538148438,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-11.127900726672067,5.4333820361732705,16.561282762845337,-0.00820381319156499,0.008203813191564824,-14.610979406021386,1.9268841184650682,0.01612426852673951,0.013129530907911746,18.251006797375737,-209.4505836982966,-36.847981138555724,31.153462448056885,-0.028271186108388413,0.028271186108388226,0.043478260869565244,0.043478260869565244,0.0535714285714286,0.5,0.017857142857142794,1.0,0.0357142857142857,0.5,0.017857142857142856,-1.8336086020991544,-0.06548602150354133,-0.32408310167868315,-0.011574396488524374,0.0,0.0,0.0,-1.0,-2.097999999999999,-0.15399999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9700000000000015,-9.431699999999992,-17.620000000000005,0.0,0.0,-9.71879752282382,-15.977156379999997,-0.31327757607843143,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_6/ligand.mol>../datasets/input/ACK1/poses/ACK1_2/ligand.mol,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,3.242287525833035,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-27.78347748347727,-8.920131985921671,18.8633454975556,-0.013158042616084109,0.013158042616083665,-45.973313495573734,-36.919253324331635,-0.015299582220714786,-0.005784658108862764,6.032803015975645,5.878919121682273,-37.882420578741176,1.178811109342334,-0.0033466668942510047,0.003346666894250755,0.012681159420289856,0.012681159420289856,0.017857142857142794,0.5,0.017857142857142794,0.0,0.0,0.0,0.0,-0.34348568940649926,-0.012267346050232164,-0.07629249828740114,-0.002724732081692882,0.009999999999990905,0.010558069381598867,1.0,0.0,-1.2367929999999987,0.13679300000000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6050000000000013,-2.2050000000000125,12.89,0.0,0.0,-6.299224626137516,0.9952489679999417,0.15985547675113043,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_5/ligand.mol>../datasets/input/ACK1/poses/ACK1_2/ligand.mol,0.0,-5.0,6.0,6.0,-1.0,0.0,0.0,0.0,-1.0,24.053117553377547,-1.0,0.0,-4.0,-3.0,0.0,6.0,3.0,-1.0,0.0,2.635561231465374,-25.432888695857173,-28.068449927322547,0.009274093933942795,-0.009274093933942962,-5.763681214065969,-45.40548215809633,0.014604291024900018,-0.02364161144718685,20.12173238405674,-115.72675711652418,-44.90475896966586,22.107431505274207,-0.020959241264649986,0.020959241264649972,-0.013833992094861636,-0.013833992094861636,0.044642857142857206,-0.75,-0.0267857142857143,2.0,0.0714285714285714,0.5,0.017857142857142856,-0.10478986507202848,-0.00374249518114389,-0.019698832513914688,-0.0007035297326397905,-0.009999999999990905,0.010558069381598867,0.0,-1.0,-0.39479299999999995,-1.5472070000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.767500000000001,-2.2246999999999986,-6.510000000000005,0.0,0.0,-8.12553849396295,-1.0185098320900465,0.12112934598016878,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_4/ligand.mol>../datasets/input/ACK1/poses/ACK1_7/ligand.mol,0.0,3.0,-4.0,-5.0,3.0,0.0,0.0,0.0,-1.0,-113.21910381930707,3.0,0.0,7.0,1.0,0.0,-5.0,-4.0,4.0,-1.0,26.401728092448764,62.738834397295136,36.33710630484637,-0.004902456447157089,0.004902456447157255,63.988365857959536,132.0713314943671,0.0018578393980653862,-0.005703606221575008,64.81527771017291,227.8877956952736,72.66066246335083,16.479900026393096,-0.00896205958364027,0.008962059583640561,0.03359683794466403,0.03359683794466403,-0.1339285714285714,-0.75,-0.0267857142857143,-3.0,-0.1071428571428571,-0.5,-0.017857142857142856,2.290827705179531,0.08181527518498322,0.5523697489660426,0.019727491034501526,-0.009999999999990905,-0.03296703296703296,-2.0,2.0,2.5703789999999955,0.1596209999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49629999999999974,3.9373999999999967,-3.4200000000000017,0.0,0.0,19.835683573879237,1.0204010960001142,-0.41739567392935495,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_3/ligand.mol>../datasets/input/ACK1/poses/ACK1_7/ligand.mol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.245112497836544,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.309670461834457,17.424556042540758,7.1148855807063,0.00043517975970586154,-0.0004351797597057505,22.752608768081075,39.95033339606891,-0.017316324980338305,-0.007428893130774619,73.64365135039615,30.050113909706454,-13.021483653393261,40.75571015776846,-0.034544079076151535,0.03454407907615164,0.0,0.0,0.017857142857143016,0.5,0.017857142857142794,0.0,0.0,0.0,0.0,-1.5977372286316296,-0.05706204387970115,-0.32728829422400274,-0.011688867650857221,0.0,-0.010558069381598867,-1.0,1.0,-1.1332069999999987,-0.8867930000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7334000000000014,-3.526300000000006,-12.450000000000003,0.0,0.0,-7.512263876594375,-16.961171967999917,-0.4729170262910998,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_6/ligand.mol>../datasets/input/ACK1/poses/ACK1_7/ligand.mol,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,35.177330409480874,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-6.345906294970746,3.071042020445816,9.416948315416562,-0.004519049664813257,0.004519049664813091,-8.609725321471274,1.1041959532722103,-0.0487401757277926,-0.02634308214754913,61.42544756899606,245.37961672968535,-14.055923093578713,10.78105881905391,-0.009619559862014126,0.009619559862014168,-0.030797101449275388,-0.030797101449275388,-0.017857142857142794,0.5,0.017857142857142794,-1.0,-0.0357142857142857,-0.5,-0.017857142857142856,-0.10761431593897441,-0.003843368426391991,-0.07949769083272074,-0.0028392032440257287,0.009999999999990905,0.0,0.0,2.0,-0.27199999999999847,-0.5960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36840000000000117,3.7003999999999735,18.060000000000002,0.0,0.0,-4.09269097990807,0.011233380000021498,0.00021602653846208852,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_7/ligand.mol>../datasets/input/ACK1/poses/ACK1_4/ligand.mol,0.0,-3.0,4.0,5.0,-3.0,0.0,0.0,0.0,1.0,113.21910381930707,-3.0,0.0,-7.0,-1.0,0.0,5.0,4.0,-4.0,1.0,-26.401728092448764,-62.738834397295136,-36.33710630484637,0.004902456447157089,-0.004902456447157255,-63.988365857959536,-132.0713314943671,-0.0018578393980653862,0.005703606221575008,-64.81527771017291,-227.8877956952736,-72.66066246335083,-16.479900026393096,0.00896205958364027,-0.008962059583640561,-0.03359683794466403,-0.03359683794466403,0.1339285714285714,0.75,0.0267857142857143,3.0,0.1071428571428571,0.5,0.017857142857142856,-2.290827705179531,-0.08181527518498322,-0.5523697489660426,-0.019727491034501526,0.009999999999990905,0.03296703296703296,2.0,-2.0,-2.5703789999999955,-0.1596209999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49629999999999974,-3.9373999999999967,3.4200000000000017,0.0,0.0,-19.835683573879237,-1.0204010960001142,0.41739567392935495,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_7/ligand.mol>../datasets/input/ACK1/poses/ACK1_3/ligand.mol,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.245112497836544,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-10.309670461834457,-17.424556042540758,-7.1148855807063,-0.00043517975970586154,0.0004351797597057505,-22.752608768081075,-39.95033339606891,0.017316324980338305,0.007428893130774619,-73.64365135039615,-30.050113909706454,13.021483653393261,-40.75571015776846,0.034544079076151535,-0.03454407907615164,0.0,0.0,-0.017857142857143016,-0.5,-0.017857142857142794,0.0,0.0,0.0,0.0,1.5977372286316296,0.05706204387970115,0.32728829422400274,0.011688867650857221,0.0,0.010558069381598867,1.0,-1.0,1.1332069999999987,0.8867930000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7334000000000014,3.526300000000006,12.450000000000003,0.0,0.0,7.512263876594375,16.961171967999917,0.4729170262910998,0.0,0.0,0.0
../datasets/input/ACK1/poses/ACK1_7/ligand.mol>../datasets/input/ACK1/poses/ACK1_6/ligand.mol,0.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-35.177330409480874,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,6.345906294970746,-3.071042020445816,-9.416948315416562,0.004519049664813257,-0.004519049664813091,8.609725321471274,-1.1041959532722103,0.0487401757277926,0.02634308214754913,-61.42544756899606,-245.37961672968535,14.055923093578713,-10.78105881905391,0.009619559862014126,-0.009619559862014168,0.030797101449275388,0.030797101449275388,0.017857142857142794,-0.5,-0.017857142857142794,1.0,0.0357142857142857,0.5,0.017857142857142856,0.10761431593897441,0.003843368426391991,0.07949769083272074,0.0028392032440257287,-0.009999999999990905,0.0,0.0,-2.0,0.27199999999999847,0.5960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36840000000000117,-3.7003999999999735,-18.060000000000002,0.0,0.0,4.09269097990807,-0.011233380000021498,-0.00021602653846208852,0.0,0.0,0.0
